ID,month,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,Crop,class
ID_rTfMJC_Apr,Apr,2299.8608,2027.3411,1982.6094,1637.9435,2046.2391,3953.6367,4831.9434,4558.1055,5313.9883,1408.4064,3331.6072,1962.8392,Rubber,3
ID_GI7XzY_Apr,Apr,5714.3105,5515.3203,5411.9775,5559.249,5744.0654,6516.468,6961.2954,6669.0166,7168.593,3903.204,5438.135,4086.0725,Rubber,3
ID_4s58Ud_Apr,Apr,2792.2537,2420.8179,2339.5913,2075.3242,2405.9453,3974.6938,4747.002,4441.068,5150.8926,1574.1177,3360.0999,2193.065,Rubber,3
ID_EgLvRM_Apr,Apr,3659.1064,3502.9856,3342.2256,3209.1086,3386.1052,4375.872,4884.306,4736.3716,5107.3516,2378.3936,3844.5796,2986.2346,Rubber,3
ID_bmyvq9_Apr,Apr,2782.511,2572.952,2467.2349,2155.9758,2486.8308,4093.3647,4872.0405,4592.3315,5311.299,1419.1534,3444.154,2197.2656,Rubber,3
ID_dpMiad_Apr,Apr,3061.6514,2742.2837,2685.5278,2498.1714,2801.913,4355.5396,5164.601,4805.773,5639.7744,1459.6321,3991.586,2650.8367,Rubber,3
ID_zi9STR_Apr,Apr,3500.2527,3312.4136,3187.5344,3105.1294,3174.288,4051.02,4606.106,4265.6235,4884.0063,1460.2625,3766.6357,2935.8574,Palm,2
ID_ai0aU0_Apr,Apr,2361.0066,2055.8088,1993.431,1619.8962,2037.8274,4004.0342,5099.8433,4761.9287,5543.012,1385.7874,3114.0369,1802.1987,Rubber,3
ID_etcb5H_Apr,Apr,3054.5444,2703.844,2601.8074,2376.9788,2636.2896,4059.9385,4798.408,4433.602,5211.2573,1446.3845,3504.39,2391.4941,Palm,2
ID_Ndx200_Apr,Apr,3029.0527,2932.8289,2838.4922,2610.4856,2866.9197,4337.78,5196.124,4958.4976,5641.576,1513.2638,3924.673,2653.1196,Rubber,3
ID_jwM6OC_Apr,Apr,2313.7478,1997.911,1926.6086,1579.8307,1972.2688,4008.338,5016.8247,4634.9233,5476.577,1369.267,3077.7744,1783.8805,Rubber,3
ID_lkizon_Apr,Apr,4152.9116,3961.5981,3862.6804,3870.7866,3933.1084,4782.585,5462.93,5018.9014,5738.029,1669.0819,4350.2866,3334.5178,Rubber,3
ID_AOC9cz_Apr,Apr,3441.0928,3060.7988,2945.0964,2796.0818,3064.9697,4280.189,4959.6665,4612.673,5308.2993,2254.0315,3776.7805,3115.8916,Rubber,3
ID_Lfg91e_Apr,Apr,3170.3972,2853.1653,2725.8088,2530.7593,2807.7056,4097.036,4801.435,4489.158,5160.932,2061.3787,3554.3872,2809.1306,Rubber,3
ID_3Xu0GW_Apr,Apr,2320.648,2033.6956,1980.2434,1630.6174,2031.2822,3904.9011,4778.028,4512.362,5255.528,1431.9131,3183.5928,1890.188,Rubber,3
ID_zB0e9Q_Apr,Apr,2360.9954,2040.7028,1888.6562,1659.3121,1820.3606,2740.1018,3206.4868,2987.7578,3412.965,1392.7897,2277.7178,1762.7827,Rubber,3
ID_x6DnOE_Apr,Apr,2378.1804,2079.3384,1973.8997,1672.8047,1938.509,3485.119,4200.881,4019.5156,4461.719,1439.5963,2705.5125,1818.1288,Rubber,3
ID_QYsn6i_Apr,Apr,2573.3398,2286.0295,2152.717,1895.3864,2122.913,3324.7244,3922.5967,3669.4736,4214.2397,1358.2087,2702.5298,1805.4852,Palm,2
ID_fjxTeS_Apr,Apr,2221.0757,1896.6935,1749.9525,1451.3895,1681.4675,2991.8062,3637.9329,3344.6497,3895.2563,1236.5197,2229.2793,1442.9265,Rubber,3
ID_vFmh4I_Apr,Apr,2618.8306,2338.9438,2233.9338,1928.9335,2256.2502,3813.0903,4563.853,4278.9004,4978.0503,1399.4164,3156.4001,2031.8135,Palm,2
ID_f7wWeu_Apr,Apr,2537.1714,2593.9463,2442.5935,2179.6616,2345.729,3612.173,4189.542,4161.102,4412.1313,1482.0889,3005.978,2039.168,Rubber,3
ID_nYp115_Apr,Apr,6141.261,6314.1147,6183.244,6409.7417,6186.887,6845.877,7406.29,6915.972,7727.563,1824.3182,5804.0146,4270.8843,Palm,2
ID_uJwPHq_Apr,Apr,2350.0,2070.5762,2040.8488,1755.9175,2157.4543,3662.9585,4346.624,4100.754,4818.414,1397.5253,3430.691,2104.944,Rubber,3
ID_SrjMbq_Apr,Apr,3640.7002,3157.3296,3062.3794,2964.8247,3190.909,4278.041,4861.5977,4494.817,5155.764,2400.729,3777.1624,3020.8804,Rubber,3
ID_e1iiHF_Apr,Apr,3143.8684,2825.7437,2691.6775,2523.2026,2669.5105,3693.1792,4237.432,3907.5647,4505.574,1413.4532,3139.1533,2273.2568,Palm,2
ID_hQtBbA_Apr,Apr,3322.6172,3126.2354,3081.1577,2905.4763,3176.4006,4627.869,5481.4507,5157.9663,5940.0933,1561.3083,4214.661,2879.4797,Rubber,3
ID_stAPe2_Apr,Apr,2426.8503,2118.474,2069.2224,1719.6635,2146.906,3729.1248,4449.6523,4139.8877,4868.9727,1362.9187,3124.2996,1892.1774,Palm,2
ID_Xyyzwd_Apr,Apr,2475.6587,2037.8528,1975.6598,1698.6625,2005.697,3616.517,4365.643,4035.5825,4710.594,1533.181,2828.87,1946.704,Rubber,3
ID_5OnZjE_Apr,Apr,3391.0193,3176.5806,3054.1904,2944.9978,3044.4778,4022.9165,4621.8164,4262.268,4910.994,1453.8181,3652.3926,2766.533,Palm,2
ID_A2IKKY_Apr,Apr,4244.0273,4121.811,3996.2925,3997.5918,4016.9666,4906.971,5459.5483,5038.0806,5761.75,1593.7013,4659.6343,3511.483,Rubber,3
ID_mXdAXx_Apr,Apr,3318.0173,3079.3684,2893.9185,2736.4536,2794.168,3584.8901,4040.5874,3773.329,4261.1235,1399.0623,3107.093,2399.6924,Rubber,3
ID_c8cUyU_Apr,Apr,2906.5776,2753.646,2682.2944,2426.4697,2726.0,4415.3896,5403.0205,5097.505,5848.958,1520.0004,3825.5732,2467.2175,Rubber,3
ID_I37Tg1_Apr,Apr,2584.982,2255.1125,2177.424,1852.5725,2237.7358,4134.729,5060.678,4740.9297,5516.198,1418.9419,3379.2322,2056.4226,Rubber,3
ID_P2JmHJ_Apr,Apr,3479.967,2970.9253,2867.4749,2747.8428,2958.2817,4081.6301,4679.3984,4315.066,4982.634,2362.1914,3523.1226,2799.9465,Rubber,3
ID_wzDD7f_Apr,Apr,4843.7163,4740.2725,4653.7783,4757.9946,4750.497,5507.5347,6177.821,5703.7793,6439.7197,1824.0554,4829.1724,3555.3357,Rubber,3
ID_Pdb7Re_Apr,Apr,2488.7808,2179.3748,2085.6782,1755.6494,2105.465,3576.156,4259.6846,4002.466,4633.2705,1341.4686,2907.0369,1826.6648,Palm,2
ID_wUsV0K_Apr,Apr,2246.8032,1940.5305,1844.008,1488.4783,1851.5217,4065.5178,5224.4043,4866.2583,5704.2285,1389.9138,3000.9124,1709.6824,Rubber,3
ID_5E0NQX_Apr,Apr,2345.0022,2051.0288,2033.0884,1709.1576,2132.6313,3787.8657,4513.712,4258.701,4975.963,1411.4314,3324.5466,2013.669,Rubber,3
ID_4n16cb_Apr,Apr,4481.4883,4119.826,3980.8389,3940.7144,4157.1763,5020.7188,5534.893,5226.634,5814.1763,3250.5122,4394.6987,3561.9973,Rubber,3
ID_xQrs8I_Apr,Apr,3103.6367,2837.546,2716.7139,2509.4944,2718.068,4093.592,4842.6455,4489.7114,5207.654,1447.8481,3523.175,2461.8027,Rubber,3
ID_12oHHm_Apr,Apr,2942.5605,2761.0774,2667.451,2344.7578,2704.9766,4897.6157,6017.6445,5615.786,6522.851,1511.1492,3935.6216,2385.42,Rubber,3
ID_KIyPa6_Apr,Apr,2902.5837,2647.6785,2571.8508,2342.4443,2615.644,4160.5254,5135.397,4787.7563,5533.515,1430.9342,3629.2156,2401.3784,Rubber,3
ID_NEdcUc_Apr,Apr,2457.0706,2166.9036,2107.2192,1817.2463,2198.4614,3580.0713,4324.6797,4121.68,4772.6973,1408.6432,3384.6978,2098.1257,Cocoa,1
ID_4eDWEe_Apr,Apr,2920.3484,2765.0803,2601.034,2395.469,2563.4614,3603.483,4128.7856,3992.1104,4357.8384,1818.7485,3116.05,2367.3525,Rubber,3
ID_HFGCKB_Apr,Apr,5936.256,5969.487,5925.688,6211.187,6106.2344,6731.9253,7428.6797,6855.283,7720.978,2044.3253,5798.0586,4232.243,Rubber,3
ID_1CrLZ4_Apr,Apr,2482.9553,2065.8865,1941.6494,1705.2407,1912.6436,3114.3801,3724.905,3384.4648,3990.664,1509.2291,2497.0815,1869.3488,Rubber,3
ID_DenDUP_Apr,Apr,2326.8335,2024.9012,1995.5518,1587.8374,2092.4688,4294.0356,5353.2617,4960.4517,5904.0234,1416.8601,3299.6943,1874.3391,Rubber,3
ID_t2EkGW_Apr,Apr,3355.5146,3044.3484,2905.382,2747.732,2969.2756,3846.4004,4292.1406,4067.0132,4572.8813,2285.8257,3370.7146,2731.5664,Cocoa,1
ID_FRYNxA_Apr,Apr,2370.6282,2054.0845,1961.5347,1649.5377,1941.8137,3488.113,4212.324,3976.132,4538.363,1432.7798,2736.3062,1807.3854,Rubber,3
ID_aUoRK9_Apr,Apr,2845.5159,2586.23,2456.6072,2237.2112,2467.3486,3631.7751,4220.5117,3967.2522,4527.6997,1615.4194,3177.562,2304.2253,Palm,2
ID_85uCE5_Apr,Apr,2922.4963,2634.2114,2501.1108,2249.546,2500.053,4020.5813,4828.9697,4496.7266,5231.4165,1422.9835,3381.1216,2241.6167,Palm,2
ID_9xNhHM_Apr,Apr,2172.5706,1826.5717,1660.9719,1392.4613,1565.4886,2608.5518,3132.3083,2864.8289,3335.2676,1216.4044,1951.4752,1370.9331,Rubber,3
ID_cbwnuq_Apr,Apr,2235.584,1933.534,1786.1833,1530.1511,1720.2733,2817.7825,3356.7148,3112.3938,3574.5852,1291.0419,2213.5312,1555.5536,Rubber,3
ID_dIrues_Apr,Apr,2394.466,2081.7761,1956.6083,1680.8973,1930.0361,3122.033,3826.079,3566.7024,4139.672,1301.925,2539.834,1674.7163,Rubber,3
ID_B31CBm_Apr,Apr,3858.3037,3708.5366,3578.782,3526.8528,3587.6333,4497.753,5038.3794,4671.6206,5339.068,1541.3264,4261.8647,3227.695,Palm,2
ID_cpaKlX_Apr,Apr,2374.8257,2078.6814,2015.098,1670.696,2072.4475,3843.2432,4835.4844,4521.7783,5274.511,1369.2025,3131.5789,1858.3646,Rubber,3
ID_oDHBO3_Apr,Apr,4469.2837,4320.817,4207.897,4246.12,4246.4536,5101.652,5663.9673,5225.0483,5988.323,1642.5432,4780.347,3749.1665,Rubber,3
ID_jX8R6x_Apr,Apr,2345.298,1979.9106,1901.9071,1604.3827,1904.796,3455.6133,4180.93,3882.1729,4509.6313,1404.8125,2699.9397,1773.7804,Rubber,3
ID_MzyotZ_Apr,Apr,2307.976,2015.1381,1982.6609,1646.2288,2052.3752,3772.5518,4535.4297,4282.2114,5005.3735,1376.8077,3247.788,1952.9131,Rubber,3
ID_EgQFak_Apr,Apr,2834.2551,2513.075,2342.4688,2059.7988,2246.501,3409.6511,4030.6687,3781.8115,4346.121,1303.7633,2797.6877,1897.0842,Palm,2
ID_P9Hr71_Apr,Apr,2290.9023,1997.2334,1949.5278,1580.3922,1988.9458,3629.722,4529.073,4234.973,4941.8325,1359.8047,2783.9485,1677.1987,Rubber,3
ID_Qnsbms_Apr,Apr,3261.0981,3105.948,2921.9607,2763.006,2819.7183,3602.18,4191.0615,3956.6143,4393.822,1397.8546,3125.608,2354.8694,Rubber,3
ID_wCc2xm_Apr,Apr,2270.7185,1972.6539,1887.4153,1576.6405,1937.9893,3717.8196,4624.1357,4316.549,5054.746,1359.0615,3048.1404,1872.1942,Rubber,3
ID_X6hkKh_Apr,Apr,2752.9043,2398.8477,2342.137,2096.4875,2444.1785,4087.3552,4894.8716,4584.134,5311.015,1553.7927,3523.8862,2292.2234,Palm,2
ID_GcTqBi_Apr,Apr,2500.9824,2215.1846,2147.8574,1846.3137,2183.7363,3713.454,4564.0483,4227.733,4935.21,1363.6589,3014.4192,1960.2511,Rubber,3
ID_98fgMG_Apr,Apr,2634.572,2374.7725,2319.438,2038.672,2381.671,4003.053,4956.896,4637.8804,5400.4546,1404.0942,3394.8704,2205.1404,Rubber,3
ID_mvHgJD_Apr,Apr,2761.6777,2388.1772,2328.3586,2030.8501,2410.1619,3993.448,4761.0444,4405.9863,5204.5283,1409.0723,3381.493,2181.6013,Palm,2
ID_iaGKq4_Apr,Apr,3028.9219,2857.0066,2702.579,2518.6213,2659.5383,3697.479,4266.802,4042.7874,4584.742,1385.5886,3405.764,2396.216,Palm,2
ID_n99aQF_Apr,Apr,3014.8547,2681.3718,2567.9895,2342.467,2588.6616,3977.173,4700.5713,4355.6255,5102.265,1433.824,3457.7825,2357.8562,Palm,2
ID_iH1FEa_Apr,Apr,3655.418,3383.9458,3279.6824,3189.6506,3317.479,4298.2163,4976.659,4599.084,5242.13,1594.471,3760.0723,2860.5518,Rubber,3
ID_EhotB9_Apr,Apr,3182.2698,2778.0588,2644.4502,2487.9446,2627.9478,3611.2266,4152.985,3743.8604,4438.353,1481.3691,3110.5854,2346.9158,Rubber,3
ID_saVmlU_Apr,Apr,2567.3423,2253.1687,2103.932,1848.789,2049.535,3096.453,3607.5864,3371.7112,3852.9553,1338.6866,2464.1252,1706.6117,Palm,2
ID_GBz0DR_Apr,Apr,3644.7017,3678.9243,3619.2473,3478.1807,3686.7942,5071.0654,5897.6157,5615.7686,6335.0986,1660.6956,4700.3345,3338.285,Rubber,3
ID_T5p7Pf_Apr,Apr,2712.4902,2469.345,2354.125,2062.56,2364.8694,3870.3826,4606.0654,4324.699,5013.8325,1409.1799,3264.9019,2147.004,Palm,2
ID_flGTr2_Apr,Apr,5163.7383,5193.6655,5124.575,5310.5293,5243.237,6092.659,6710.245,6240.241,7089.6333,1780.3414,6015.209,4708.5186,Rubber,3
ID_D0GEo8_Apr,Apr,3546.8765,3158.0898,3021.9573,2905.4192,3025.1042,4047.5886,4644.1943,4236.105,4971.7964,1478.4625,3633.475,2804.4329,Palm,2
ID_OnlNF8_Apr,Apr,5815.0737,5826.216,5783.293,6054.83,5963.0137,6609.493,7312.376,6736.8457,7608.828,2014.2515,5695.4146,4159.971,Rubber,3
ID_68ne5Y_Apr,Apr,2706.5159,2406.1453,2296.814,2018.7578,2290.5913,3984.9158,5074.8564,4711.019,5466.1816,1402.9438,3162.411,2063.8215,Rubber,3
ID_cIRXFk_Apr,Apr,2282.3186,1986.6259,1938.183,1605.3314,1983.411,3943.3838,4830.6157,4563.546,5295.653,1372.6532,3218.224,1921.7605,Rubber,3
ID_1NaZYZ_Apr,Apr,2420.065,2107.7078,2007.1696,1678.5409,2019.3314,3526.9062,4235.724,3972.4849,4608.2876,1372.3887,2735.2195,1717.7424,Rubber,3
ID_vJlQuK_Apr,Apr,2406.4072,2095.7139,2016.6298,1665.6984,2050.4717,3960.4182,5003.143,4692.5693,5420.142,1437.6505,3178.9668,1880.4585,Rubber,3
ID_oyvTII_Apr,Apr,2862.6982,2564.428,2415.801,2167.718,2374.3076,3594.2314,4226.145,3959.9102,4551.7046,1380.4924,3045.8213,2074.3718,Palm,2
ID_2qCuB7_Apr,Apr,3286.5898,2906.03,2768.4817,2605.3538,2747.0828,3924.3398,4606.8804,4227.6587,4945.057,1435.1322,3428.4617,2485.2085,Palm,2
ID_Lxoxdp_Apr,Apr,3519.794,3368.751,3316.2944,3168.667,3408.915,4847.719,5713.314,5379.274,6170.471,1606.1919,4429.8,3073.3838,Rubber,3
ID_HazZJp_Apr,Apr,2739.5981,2458.408,2381.4456,2127.5935,2414.6912,3816.6702,4653.642,4321.542,5027.518,1383.215,3218.679,2217.4094,Rubber,3
ID_qsFIhv_Apr,Apr,3828.4465,3242.1917,3173.23,3110.5317,3362.4177,4479.777,5095.4795,4622.5054,5402.756,2591.2217,3921.1162,3171.2397,Rubber,3
ID_BLtQpi_Apr,Apr,2342.62,2044.4106,2031.323,1651.4952,2171.7158,4292.329,5306.383,4934.0776,5867.5723,1406.7981,3530.4307,2005.6174,Rubber,3
ID_dlFpp5_Apr,Apr,2984.2473,2757.4182,2673.787,2467.3875,2707.2583,4148.5034,5074.1104,4737.088,5445.795,1430.513,3671.5095,2492.0774,Rubber,3
ID_TjBMCa_Apr,Apr,2840.0,2564.8462,2456.6377,2218.3306,2474.5396,3837.306,4524.2227,4219.976,4892.533,1406.4236,3327.08,2266.6807,Rubber,3
ID_HaKvw7_Apr,Apr,2951.4844,2726.7974,2635.1484,2403.053,2669.2527,4106.1875,4838.6953,4540.3867,5243.939,1448.3214,3568.7131,2350.1938,Palm,2
ID_xd5iN8_Apr,Apr,2442.6147,2122.4639,2015.2599,1696.0479,1997.6138,3752.5173,4622.684,4296.021,5038.479,1384.6139,3044.2834,1801.9198,Palm,2
ID_RRekft_Apr,Apr,2690.045,2428.7627,2315.9478,2057.7664,2304.3584,3606.2715,4416.753,4138.1143,4759.9478,1357.3114,3075.7236,2060.5383,Rubber,3
ID_zUzVDf_Apr,Apr,2408.1323,2113.382,2043.6906,1710.3253,2095.2395,3682.8608,4552.7783,4285.6265,4946.2695,1373.3022,3044.608,1864.3475,Rubber,3
ID_RgZ1V0_Apr,Apr,2328.6382,2019.0043,1971.7913,1637.8943,2018.4572,4044.2075,4991.1455,4656.92,5440.949,1395.7258,3327.3118,1973.9816,Rubber,3
ID_uZ0utB_Apr,Apr,2746.334,2474.3533,2407.4006,2114.6167,2470.5278,4088.93,4879.1626,4580.3306,5325.724,1444.7385,3426.2222,2158.626,Palm,2
ID_PhrePH_Apr,Apr,2967.1707,2664.8005,2521.7844,2335.3198,2497.559,3478.1807,3990.899,3700.9412,4276.277,1513.677,3080.596,2232.4563,Palm,2
ID_nFAt1k_Apr,Apr,3297.4082,3085.5781,3002.236,2836.0,3075.632,4484.83,5233.8223,4898.655,5674.1636,1493.2595,4146.375,2909.176,Rubber,3
ID_NrXMvc_Apr,Apr,5921.3125,5529.4136,5464.7666,5650.3276,5874.0127,6653.211,7109.809,6695.097,7327.24,4106.4097,5532.699,4188.734,Rubber,3
ID_Op71W5_Apr,Apr,2373.796,2074.5203,2008.2676,1683.2164,2021.6371,3546.0293,4325.9575,4081.9111,4691.332,1351.8651,2858.5474,1807.1027,Rubber,3
ID_PnRzlZ_Apr,Apr,3346.578,2973.4326,2919.4333,2759.3667,3029.1885,4468.49,5223.8564,4785.792,5654.5073,1490.574,4023.5698,2794.5872,Palm,2
ID_nGdzgI_Apr,Apr,3807.7417,3455.8801,3350.903,3296.4526,3391.7131,4257.9395,4908.527,4450.9434,5168.0864,1572.6194,3681.8367,2711.4214,Rubber,3
ID_B8v69Q_Apr,Apr,2224.513,1859.6267,1705.614,1451.9347,1636.2896,2631.5698,3136.712,2841.683,3362.434,1262.115,2065.5386,1493.8832,Rubber,3
ID_op89GQ_Apr,Apr,4152.444,3806.048,3822.232,3824.804,4018.2573,5411.9087,6399.5024,5853.3457,6829.3916,1685.9596,4812.003,3563.232,Rubber,3
ID_GlrFJU_Apr,Apr,3019.8315,2705.1152,2577.0154,2362.4207,2653.3323,3967.6328,4672.182,4353.668,5029.5786,1941.5282,3392.012,2620.2603,Rubber,3
ID_Kw0DrV_Apr,Apr,2833.063,2462.0376,2337.3652,2151.744,2333.388,3386.5156,3928.7693,3589.2915,4218.0767,1431.088,2897.4,2044.6301,Palm,2
ID_APPF1i_Apr,Apr,2522.7554,2189.8467,2072.6028,1745.1538,2067.1938,3630.467,4398.8086,4136.831,4778.5166,1352.3402,2904.618,1817.8154,Rubber,3
ID_33Fplb_Apr,Apr,2769.685,2508.7808,2447.8938,2178.3042,2494.1724,4042.5105,4916.7437,4620.3745,5327.464,1444.3207,3416.741,2281.366,Rubber,3
ID_PlZwaI_Apr,Apr,5895.865,5921.455,5880.9,6163.293,6065.66,6708.02,7415.94,6841.068,7715.189,2034.0876,5774.12,4207.31,Rubber,3
ID_bILZys_Apr,Apr,2672.3125,2414.5015,2361.069,2087.4072,2428.6074,4064.0,5033.7515,4700.225,5479.4995,1411.7228,3451.21,2261.7244,Rubber,3
ID_p1I4Cm_Apr,Apr,3472.6228,3072.0864,3036.7454,2918.8694,3147.6917,4586.621,5569.551,5069.5903,5981.084,1540.1996,3939.6125,2828.757,Rubber,3
ID_A8Y9fJ_Apr,Apr,2298.7898,2019.7877,1979.0204,1634.9419,2046.3568,3910.7427,4776.929,4512.719,5264.1787,1402.574,3327.606,1961.4586,Rubber,3
ID_1FAvfr_Apr,Apr,2798.2207,2483.6428,2335.7498,2072.3176,2290.2922,3518.3848,4146.3877,3876.4915,4470.668,1369.4071,2923.025,1967.7424,Palm,2
ID_bsE1xS_Apr,Apr,2466.2363,2131.226,2071.3035,1725.1656,2169.7356,3944.6516,4755.0503,4471.21,5231.1465,1436.7773,3236.6226,1975.7294,Rubber,3
ID_z572cD_Apr,Apr,3208.3694,3072.8857,2983.1846,2789.7244,3020.2976,4516.1567,5500.4487,5181.7305,5914.256,1498.5371,4010.2998,2737.4187,Rubber,3
ID_Uk3VeP_Apr,Apr,2656.6667,2290.1553,2160.6326,1917.7032,2124.3525,3385.6714,4017.4448,3735.4622,4302.947,1643.9181,2791.7947,2095.8982,Rubber,3
ID_BA4EA5_Apr,Apr,4192.3413,4123.087,3996.616,4003.0383,4027.81,4971.4937,5582.113,5220.6646,5923.289,1612.7101,4823.4097,3724.1104,Palm,2
ID_gciA6w_Apr,Apr,3620.871,3288.1272,3171.6924,3061.2053,3197.8958,4310.361,4968.227,4563.4224,5340.037,1508.8185,3959.7546,2947.499,Palm,2
ID_D55NH2_Apr,Apr,3012.2554,2780.4568,2612.2742,2433.0374,2539.4375,3405.654,3997.0007,3726.0674,4202.637,1378.2783,2910.9807,2193.5132,Rubber,3
ID_FNliXW_Apr,Apr,2290.4648,1992.5282,1939.4368,1595.2706,2008.0546,3633.0508,4520.9263,4240.451,4957.858,1366.2603,2911.4214,1752.6859,Rubber,3
ID_PKgMjg_Apr,Apr,2794.881,2459.3518,2313.693,2089.5098,2238.1846,3113.519,3640.9092,3382.9197,3879.6235,1315.6401,2681.1892,1939.6301,Rubber,3
ID_NciC5Y_Apr,Apr,5794.4497,5599.556,5536.301,5771.9414,5659.999,6483.461,7135.397,6456.809,7504.308,1847.8455,5801.451,4484.435,Palm,2
ID_SLY2fE_Apr,Apr,2666.3264,2287.1758,2168.3928,1967.922,2161.9465,3121.145,3728.5686,3407.6729,4017.079,1319.9839,2649.5864,1904.408,Rubber,3
ID_AAlTzr_Apr,Apr,2364.6106,2064.0615,1998.1515,1634.0188,2044.1937,4004.6965,5119.584,4782.603,5572.6313,1386.0123,3148.4634,1831.5897,Rubber,3
ID_3mvCTp_Apr,Apr,2297.4253,2002.892,1949.639,1606.3134,2011.9596,3825.8179,4669.424,4358.317,5122.3027,1400.7213,3142.5833,1871.487,Rubber,3
ID_om7jul_Apr,Apr,2438.0168,2131.2588,2067.7002,1705.5405,2128.1238,4045.787,5089.5093,4784.2993,5540.9067,1446.9084,3229.3918,1911.2842,Rubber,3
ID_N2QCWa_Apr,Apr,2755.4429,2462.6,2328.7363,2086.8467,2309.198,3721.6401,4456.137,4166.807,4828.18,1512.7709,3203.015,2175.656,Rubber,3
ID_SWKK78_Apr,Apr,3501.8567,3193.2007,3074.832,2938.739,3096.614,4272.281,4949.9707,4569.007,5334.4453,1493.9681,3916.4282,2866.355,Palm,2
ID_4jyd3F_Apr,Apr,2943.8477,2755.0396,2606.889,2356.8354,2627.4136,3864.4543,4520.0015,4293.4375,4863.343,1849.8673,3315.6174,2493.7598,Rubber,3
ID_rFNkKW_Apr,Apr,2541.532,2173.8596,2075.4434,1817.4352,2074.2605,3505.268,4196.28,3856.1685,4495.055,1550.1226,2805.6025,2001.963,Rubber,3
ID_zQ59WD_Apr,Apr,2287.6487,1966.075,1880.2891,1519.6163,1923.7458,4075.4033,5130.903,4736.246,5584.344,1403.7308,3130.552,1780.682,Rubber,3
ID_25mheY_Apr,Apr,3659.4802,3361.099,3242.7002,3130.8206,3270.1362,4422.1104,5082.9795,4686.6196,5436.9526,1522.3527,4013.0269,3016.4844,Palm,2
ID_KZVilL_Apr,Apr,3149.6848,2858.0837,2748.4602,2589.4836,2788.251,3874.7017,4433.205,4162.8403,4694.733,1985.1461,3402.733,2660.8503,Rubber,3
ID_ixj4Am_Apr,Apr,2694.919,2368.285,2206.8684,1961.3999,2147.5474,3124.6106,3610.889,3429.8105,3855.5552,1443.9789,2648.8193,1910.5936,Palm,2
ID_B3dsJg_Apr,Apr,2383.807,2091.3975,2050.713,1734.0742,2155.495,3683.3376,4373.3506,4103.2896,4823.9165,1434.1746,3241.079,1992.003,Rubber,3
ID_OO3c7d_Apr,Apr,2679.3306,2381.1272,2254.7112,1993.3713,2240.7952,3447.5664,4030.2422,3782.061,4348.0938,1365.3837,2907.3975,1984.9012,Palm,2
ID_l6RRna_Apr,Apr,2394.466,2081.7761,1956.6083,1680.8973,1930.0361,3122.033,3826.079,3566.7024,4139.672,1301.925,2539.834,1674.7163,Rubber,3
ID_mwKeFu_Apr,Apr,2454.2583,2133.6958,2054.3606,1699.9666,2105.9353,3990.7485,4891.069,4582.074,5359.6997,1401.4745,3210.1145,1888.0143,Rubber,3
ID_2c0mNY_Apr,Apr,2217.3838,1919.243,1789.7655,1480.8643,1725.6906,3192.6929,3892.967,3656.638,4155.674,1311.787,2374.4407,1554.1526,Rubber,3
ID_KCnzD5_Apr,Apr,5259.6953,5055.9653,5087.6294,5303.981,5327.2563,6278.2056,7124.276,6496.7627,7507.605,1861.2073,5726.7607,4337.789,Rubber,3
ID_5uRj7t_Apr,Apr,2385.722,2079.7131,2001.9966,1709.3591,2008.5579,3336.9792,4098.5996,3833.251,4454.6753,1321.6666,2782.5425,1783.4622,Rubber,3
ID_UTtdC5_Apr,Apr,3067.825,2687.1357,2580.6655,2426.0747,2647.103,3766.299,4353.518,4017.574,4633.413,1964.5302,3288.3691,2648.1096,Rubber,3
ID_fMXsZG_Apr,Apr,2293.2349,2016.5332,1971.6732,1620.4225,2030.6105,3882.2383,4697.9546,4456.408,5183.2476,1394.577,3293.616,1935.0288,Rubber,3
ID_Ll1bY2_Apr,Apr,3096.0303,2828.0962,2776.6968,2576.523,2869.4607,4441.425,5450.895,5076.7075,5905.387,1494.8119,3962.1594,2701.4993,Rubber,3
ID_g62p9n_Apr,Apr,2452.6912,2150.5872,2079.2473,1727.1033,2126.5166,4019.0244,5090.55,4762.1265,5539.9395,1451.8043,3178.1692,1914.3074,Rubber,3
ID_j5ksGi_Apr,Apr,2445.0508,2118.6624,2025.1688,1752.3914,2007.9619,3518.1584,4237.704,3963.6316,4549.0166,1497.3679,2793.6125,1919.5325,Rubber,3
ID_XdukAQ_Apr,Apr,2397.9941,2120.093,1988.436,1723.7113,1923.6182,3166.348,3773.2139,3557.461,4014.0396,1427.7063,2535.9524,1808.785,Rubber,3
ID_Uix6Mq_Apr,Apr,2290.6675,1992.887,1940.3615,1596.2507,2009.824,3638.5652,4527.753,4247.3613,4965.378,1366.7317,2919.6516,1757.6743,Rubber,3
ID_kEpeFN_Apr,Apr,3670.6921,3356.2917,3352.7205,3280.6682,3535.0823,4950.8076,5862.315,5411.044,6282.4375,1653.6967,4576.1543,3263.4644,Rubber,3
ID_KIfXT1_Apr,Apr,2935.2664,2671.3215,2501.0627,2281.6667,2416.4146,3407.1426,3935.3892,3688.3298,4183.184,1343.1349,2916.6982,2118.3186,Palm,2
